學號,姓名,課程代碼,課程名稱,學分,教師,期中考,期末考,平時成績
41192016M,學生1235,PHU0253,基礎物理,3,教師5,20,50,13
41083041I,學生856,PHU0253,基礎物理,3,教師5,82,6,94
41051247S,學生1631,PHU0253,基礎物理,3,教師5,86,20,47
41071208H,學生561,PHU0253,基礎物理,3,教師5,74,72,14
41290018M,學生1191,PHU0253,基礎物理,3,教師5,74,38,71
41057135O,學生1295,PHU0253,基礎物理,3,教師5,87,17,77
41290210M,學生1183,PHU0253,基礎物理,3,教師5,99,3,86
41213002E,學生459,PHU0253,基礎物理,3,教師5,23,88,61
41223113L,學生1095,PHU0253,基礎物理,3,教師5,2,59,39
41007102E,學生330,PHU0253,基礎物理,3,教師5,21,13,84
41083129I,學生844,PHU0253,基礎物理,3,教師5,52,8,79
41072240H,學生639,PHU0253,基礎物理,3,教師5,1,89,81
41071043H,學生596,PHU0253,基礎物理,3,教師5,87,52,52
41213030E,學生487,PHU0253,基礎物理,3,教師5,29,1,23
41147006S,學生1542,PHU0253,基礎物理,3,教師5,37,83,25
41220219L,學生966,PHU0253,基礎物理,3,教師5,1,91,88
41243036S,學生1481,PHU0253,基礎物理,3,教師5,63,59,59
41143222S,學生1467,PHU0253,基礎物理,3,教師5,59,70,40
41041210S,學生1364,PHU0253,基礎物理,3,教師5,20,43,28
41170146H,學生550,PHU0253,基礎物理,3,教師5,32,7,14
41151113S,學生1597,PHU0253,基礎物理,3,教師5,75,46,44
41251243S,學生1627,PHU0253,基礎物理,3,教師5,57,34,64
41151105S,學生1589,PHU0253,基礎物理,3,教師5,21,77,88
411H0015I,學生918,PHU0253,基礎物理,3,教師5,88,80,70
41026238L,學生1169,PHU0253,基礎物理,3,教師5,48,35,8
41001019E,學生160,PHU0253,基礎物理,3,教師5,90,49,87
41220208L,學生955,PHU0253,基礎物理,3,教師5,58,3,0
41140001S,學生1310,PHU0253,基礎物理,3,教師5,41,1,7
41002138E,學生224,PHU0253,基礎物理,3,教師5,91,5,87
41109139E,學生409,PHU0253,基礎物理,3,教師5,59,53,62
41157014O,學生1274,PHU0253,基礎物理,3,教師5,79,3,10
41021129L,學生1016,PHU0253,基礎物理,3,教師5,14,53,80
41111119E,學生430,PHU0253,基礎物理,3,教師5,61,92,7
41109116E,學生386,PHU0253,基礎物理,3,教師5,61,62,34
41220004L,學生951,PHU0253,基礎物理,3,教師5,46,17,34
41157137O,學生1297,PHU0253,基礎物理,3,教師5,61,89,32
41072117H,學生616,PHU0254,基礎物理實驗,1,教師33,51,38,23
41243031S,學生1476,PHU0254,基礎物理實驗,1,教師33,92,17,25
41176217H,學生749,PHU0254,基礎物理實驗,1,教師33,14,3,88
41120131L,學生978,PHU0254,基礎物理實驗,1,教師33,71,88,59
41007017E,學生345,PHU0254,基礎物理實驗,1,教師33,60,59,40
41160227T,學生1659,PHU0254,基礎物理實驗,1,教師33,20,13,28
41111211E,學生422,PHU0254,基礎物理實驗,1,教師33,82,8,14
41032202A,學生52,PHU0254,基礎物理實驗,1,教師33,86,89,44
41032037A,學生87,PHU0254,基礎物理實驗,1,教師33,74,52,64
41123247L,學生1129,PHU0254,基礎物理實驗,1,教師33,74,1,88
41113236E,學生493,PHU0254,基礎物理實驗,1,教師33,87,83,70
41157032O,學生1292,PHU0254,基礎物理實驗,1,教師33,99,91,8
41042215S,學生1419,PHU0254,基礎物理實驗,1,教師33,23,59,87
41273031H,學生674,PHU0254,基礎物理實驗,1,教師33,2,70,0
41276241H,學生773,PHU0254,基礎物理實驗,1,教師33,21,43,7
41076106H,學生738,PHU0254,基礎物理實驗,1,教師33,52,7,87
41260021T,學生1653,PHU0254,基礎物理實驗,1,教師33,1,46,62
41102104E,學生190,PHU0254,基礎物理實驗,1,教師33,87,34,10
41151046S,學生1630,PHU0254,基礎物理實驗,1,教師33,29,77,80
41247218S,學生1554,PHU0254,基礎物理實驗,1,教師33,37,80,7
41276131H,學生763,PHU0254,基礎物理實驗,1,教師33,1,35,34
41184030I,學生892,PHU0254,基礎物理實驗,1,教師33,63,49,34
41070114H,學生518,PHU0254,基礎物理實驗,1,教師33,59,3,32
41168017T,學生1693,PHU0254,基礎物理實驗,1,教師33,20,1,4
41175032H,學生719,PHU0254,基礎物理實驗,1,教師33,32,5,40
41076016H,學生748,PHU0254,基礎物理實驗,1,教師33,75,53,27
41140107S,學生1316,PHU0254,基礎物理實驗,1,教師33,57,3,6
41121115L,學生1002,PHU0254,基礎物理實驗,1,教師33,21,53,72
41077225H,學生798,PHU0254,基礎物理實驗,1,教師33,88,92,71
41084003I,學生865,PHU0254,基礎物理實驗,1,教師33,48,62,11
41011134E,學生445,PHU0254,基礎物理實驗,1,教師33,90,17,33
41057233O,學生1293,PHU0254,基礎物理實驗,1,教師33,58,89,32
41122128L,學生1065,PHU0254,基礎物理實驗,1,教師33,41,43,47
41006110E,學生293,PHU0254,基礎物理實驗,1,教師33,91,33,22
41183110I,學生825,PHU0254,基礎物理實驗,1,教師33,59,73,61
41100025E,學生119,PHU0254,基礎物理實驗,1,教師33,79,61,87
41070120H,學生524,PHU0254,基礎物理實驗,1,教師33,14,99,36
41223127L,學生1109,PHU0254,基礎物理實驗,1,教師33,61,13,98
41032021A,學生71,PHU0254,基礎物理實驗,1,教師33,61,94,43
41040128S,學生1337,PHU0254,基礎物理實驗,1,教師33,46,47,85
41260016T,學生1648,PHU0254,基礎物理實驗,1,教師33,61,14,90
41044237S,學生1529,PHU0254,基礎物理實驗,1,教師33,50,71,34
41057207O,學生1267,PHU0254,基礎物理實驗,1,教師33,54,77,64
41060208T,學生1640,PHU0254,基礎物理實驗,1,教師33,63,86,98
41083007I,學生822,PHU0254,基礎物理實驗,1,教師33,2,61,100
41044011S,學生1503,PHU0254,基礎物理實驗,1,教師33,100,39,46
41202023E,學生209,PHU0254,基礎物理實驗,1,教師33,50,84,77
41270249H,學生553,PHU0254,基礎物理實驗,1,教師33,6,79,2
41270001H,學生505,PHU0254,基礎物理實驗,1,教師33,20,81,0
41090229M,學生1202,PHU0254,基礎物理實驗,1,教師33,72,52,4
41072225H,學生624,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,51,2,94
41090145M,學生1218,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,92,100,47
41030002A,學生2,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,14,50,14
41243242S,學生1487,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,71,6,71
41075115H,學生702,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,60,20,77
41209120E,學生390,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,20,72,86
41257244O,學生1304,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,82,38,61
41292004M,學生1223,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,86,17,39
41006021E,學生304,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,74,3,84
41092001M,學生1220,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,74,88,79
41009115E,學生385,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,87,59,81
41170230H,學生534,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,99,13,52
41251201S,學生1585,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,23,8,23
41190214M,學生1187,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,2,89,25
41121116L,學生1003,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,21,52,88
41001017E,學生158,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,52,1,59
41201039E,學生180,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,1,83,40
41123219L,學生1101,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,87,91,28
41223205L,學生1087,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,29,59,14
41243031S,學生1476,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,37,70,44
41073144H,學生687,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,1,43,64
41172007H,學生606,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,63,7,88
41242241S,學生1445,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,59,46,70
41000102E,學生96,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,20,34,8
411H0140I,學生943,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,32,77,87
41275022H,學生709,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,75,80,0
41077134H,學生807,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,57,35,7
41222005L,學生1042,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,21,49,87
41068127T,學生1703,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,88,3,62
41230007A,學生7,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,48,1,10
41076037H,學生769,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,90,5,80
41173116H,學生659,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,58,53,7
41076123H,學生755,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,41,3,34
41268022T,學生1698,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,91,53,34
41072001H,學生600,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,59,92,32
41107230E,學生358,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,79,62,4
41257013O,學生1273,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,14,17,40
41172130H,學生629,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,61,89,27
41220128L,學生975,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,61,43,6
41257023O,學生1283,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,46,33,72
41251110S,學生1594,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,61,73,71
41171111H,學生564,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,50,61,11
41005001E,學生234,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,54,99,33
41130231A,學生31,PHU0257,物理研究之批判性思考與辯論簡介（一）,3,教師22,63,13,32
41040112S,學生1321,PHU0247,基礎數學物理（一）,1,教師29,51,63,99
41183030I,學生845,PHU0247,基礎數學物理（一）,1,教師29,92,2,13
41121149L,學生1036,PHU0247,基礎數學物理（一）,1,教師29,14,100,94
41177228H,學生801,PHU0247,基礎數學物理（一）,1,教師29,71,50,47
41284213I,學生875,PHU0247,基礎數學物理（一）,1,教師29,60,6,14
41241041S,學生1395,PHU0247,基礎數學物理（一）,1,教師29,20,20,71
41176108H,學生740,PHU0247,基礎數學物理（一）,1,教師29,82,72,77
41207018E,學生346,PHU0247,基礎數學物理（一）,1,教師29,86,38,86
41277102H,學生775,PHU0247,基礎數學物理（一）,1,教師29,74,17,61
41205038E,學生271,PHU0247,基礎數學物理（一）,1,教師29,74,3,39
41240145S,學生1354,PHU0247,基礎數學物理（一）,1,教師29,87,88,84
41077222H,學生795,PHU0247,基礎數學物理（一）,1,教師29,99,59,79
41007132E,學生360,PHU0247,基礎數學物理（一）,1,教師29,23,13,81
41023012L,學生1094,PHU0247,基礎數學物理（一）,1,教師29,2,8,52
41173037H,學生680,PHU0247,基礎數學物理（一）,1,教師29,21,89,23
41072010H,學生609,PHU0247,基礎數學物理（一）,1,教師29,52,52,25
41271215H,學生568,PHU0247,基礎數學物理（一）,1,教師29,1,1,88
41200030E,學生124,PHU0247,基礎數學物理（一）,1,教師29,87,83,59
41023037L,學生1119,PHU0247,基礎數學物理（一）,1,教師29,29,91,40
41068241T,學生1717,PHU0247,基礎數學物理（一）,1,教師29,37,59,28
41242229S,學生1433,PHU0247,基礎數學物理（一）,1,教師29,1,70,14
41190109M,學生1182,PHU0247,基礎數學物理（一）,1,教師29,63,43,44
41147031S,學生1567,PHU0247,基礎數學物理（一）,1,教師29,59,7,64
41184205I,學生867,PHU0247,基礎數學物理（一）,1,教師29,20,46,88
41275033H,學生720,PHU0247,基礎數學物理（一）,1,教師29,32,34,70
41121211L,學生998,PHU0247,基礎數學物理（一）,1,教師29,75,77,8
41030236A,學生36,PHU0247,基礎數學物理（一）,1,教師29,57,80,87
41221240L,學生1027,PHU0247,基礎數學物理（一）,1,教師29,21,35,0
41142126S,學生1430,PHU0247,基礎數學物理（一）,1,教師29,88,49,7
41271124H,學生577,PHU0247,基礎數學物理（一）,1,教師29,48,3,87
41000037E,學生131,PHU0247,基礎數學物理（一）,1,教師29,90,1,62
41241132S,學生1386,PHU0247,基礎數學物理（一）,1,教師29,58,5,10
41283013I,學生828,PHU0247,基礎數學物理（一）,1,教師29,41,53,80
41007212E,學生340,PHU0247,基礎數學物理（一）,1,教師29,91,3,7
41247240S,學生1576,PHU0247,基礎數學物理（一）,1,教師29,59,53,34
41160220T,學生1652,PHU0247,基礎數學物理（一）,1,教師29,79,92,34
41084209I,學生871,PHU0247,基礎數學物理（一）,1,教師29,14,62,32
41222222L,學生1059,PHU0247,基礎數學物理（一）,1,教師29,61,17,4
41244240S,學生1532,PHU0247,基礎數學物理（一）,1,教師29,61,89,40
41160218T,學生1650,PHU0247,基礎數學物理（一）,1,教師29,46,43,27
41077107H,學生780,PHU0247,基礎數學物理（一）,1,教師29,61,33,6
41132220A,學生70,PHU0247,基礎數學物理（一）,1,教師29,50,73,72
41151105S,學生1589,PHU0247,基礎數學物理（一）,1,教師29,54,61,71
41123202L,學生1084,PHU0249,普通物理甲（一）,3,教師24,51,50,77
41120029L,學生976,PHU0249,普通物理甲（一）,3,教師24,92,6,86
41222222L,學生1059,PHU0249,普通物理甲（一）,3,教師24,14,20,61
41147245S,學生1581,PHU0249,普通物理甲（一）,3,教師24,71,72,39
41021038L,學生1025,PHU0249,普通物理甲（一）,3,教師24,60,38,84
41121116L,學生1003,PHU0249,普通物理甲（一）,3,教師24,20,17,79
41211116E,學生427,PHU0249,普通物理甲（一）,3,教師24,82,3,81
41007102E,學生330,PHU0249,普通物理甲（一）,3,教師24,86,88,52
41205213E,學生246,PHU0249,普通物理甲（一）,3,教師24,74,59,23
41143124S,學生1469,PHU0249,普通物理甲（一）,3,教師24,74,13,25
41000008E,學生102,PHU0249,普通物理甲（一）,3,教師24,87,8,88
41170134H,學生538,PHU0249,普通物理甲（一）,3,教師24,99,89,59
41209131E,學生401,PHU0249,普通物理甲（一）,3,教師24,23,52,40
41183109I,學生824,PHU0249,普通物理甲（一）,3,教師24,2,1,28
41000005E,學生99,PHU0249,普通物理甲（一）,3,教師24,21,83,14
41175035H,學生722,PHU0249,普通物理甲（一）,3,教師24,52,91,44
41226130L,學生1161,PHU0249,普通物理甲（一）,3,教師24,1,59,64
41177116H,學生789,PHU0249,普通物理甲（一）,3,教師24,87,70,88
41002205E,學生191,PHU0249,普通物理甲（一）,3,教師24,29,43,70
41043028S,學生1473,PHU0249,普通物理甲（一）,3,教師24,37,7,8
41107133E,學生361,PHU0249,普通物理甲（一）,3,教師24,1,46,87
41251006S,學生1590,PHU0249,普通物理甲（一）,3,教師24,63,34,0
41042215S,學生1419,PHU0249,普通物理甲（一）,3,教師24,59,77,7
41072141H,學生640,PHU0249,普通物理甲（一）,3,教師24,20,80,87
41205119E,學生252,PHU0249,普通物理甲（一）,3,教師24,32,35,62
41083232I,學生847,PHU0249,普通物理甲（一）,3,教師24,75,49,10
41177141H,學生814,PHU0249,普通物理甲（一）,3,教師24,57,3,80
41143222S,學生1467,PHU0249,普通物理甲（一）,3,教師24,21,1,7
41240202S,學生1311,PHU0249,普通物理甲（一）,3,教師24,88,5,34
41113118E,學生475,PHU0249,普通物理甲（一）,3,教師24,48,53,34
41171141H,學生594,PHU0249,普通物理甲（一）,3,教師24,90,3,32
41030114A,學生14,PHU0249,普通物理甲（一）,3,教師24,58,53,4
41023222L,學生1104,PHU0249,普通物理甲（一）,3,教師24,41,92,40
41157203O,學生1263,PHU0249,普通物理甲（一）,3,教師24,91,62,27
41121114L,學生1001,PHU0249,普通物理甲（一）,3,教師24,59,17,6
41241205S,學生1359,PHU0249,普通物理甲（一）,3,教師24,79,89,72
41068109T,學生1685,PHU0249,普通物理甲（一）,3,教師24,14,43,71
41071208H,學生561,PHU0249,普通物理甲（一）,3,教師24,61,33,11
41047204S,學生1540,PHU0249,普通物理甲（一）,3,教師24,61,73,33
41011128E,學生439,PHU0249,普通物理甲（一）,3,教師24,46,61,32
41221046L,學生1033,PHU0249,普通物理甲（一）,3,教師24,61,99,47
41006231E,學生314,PHU0249,普通物理甲（一）,3,教師24,50,13,22
41013111E,學生468,PHU0249,普通物理甲（一）,3,教師24,54,94,61
41121211L,學生998,PHU0249,普通物理甲（一）,3,教師24,63,47,87
41247248S,學生1584,PHU0249,普通物理甲（一）,3,教師24,2,14,36
41160218T,學生1650,PHU0249,普通物理甲（一）,3,教師24,100,71,98
41132220A,學生70,PHU0008,熱物理學,3,教師19,51,6,61
41276225H,學生757,PHU0008,熱物理學,3,教師19,92,20,39
41192202M,學生1221,PHU0008,熱物理學,3,教師19,14,72,84
41244233S,學生1525,PHU0008,熱物理學,3,教師19,71,38,79
41123023L,學生1105,PHU0008,熱物理學,3,教師19,60,17,81
41211130E,學生441,PHU0008,熱物理學,3,教師19,20,3,52
